SourceGENES,TargetGENES,Interaction,Edges
G25,G33,0.237756793300834,repression
G71,G99,0.236497410650838,activation
G41,G47,0.236037483589667,activation
G71,G98,0.235997816656941,activation
G50,G21,0.235442616369489,activation
G40,G47,0.235086999958778,activation
G36,G26,0.234843433277825,repression
G70,G100,0.234760705526123,repression
G60,G53,0.234670292131122,repression
G99,G14,0.234172630459794,activation
G47,G46,0.234170749535265,activation
G93,G98,0.234028424296014,repression
G5,G41,0.233310480094358,activation
G21,G13,0.233186241543284,activation
G5,G13,0.233014872114544,activation
G16,G3,0.232932952642053,repression
G26,G1,0.232556779184082,activation
G73,G37,0.232160434744918,activation
G33,G39,0.232012692198081,activation
G58,G92,0.231429858290554,activation
G25,G18,0.231323502793508,activation
G26,G73,0.230810281122807,activation
G70,G70,0.230807350338817,activation
G95,G5,0.230066486525607,repression
G67,G31,0.229952229319065,repression
G19,G86,0.229638110046337,repression
G66,G44,0.229526560928512,repression
G64,G98,0.22919566675678,repression
G78,G53,0.228966243810066,repression
G80,G83,0.228931486149099,activation
G26,G32,0.228888251942974,activation
G25,G42,0.22831229186782,repression
G95,G64,0.228037860155651,repression
G41,G80,0.227878833845895,activation
G26,G68,0.227342120643615,repression
G71,G76,0.227188131414413,repression
G59,G69,0.227005299774465,activation
G50,G26,0.226848077513833,repression
G55,G5,0.226770680436096,activation
G92,G34,0.226696499900951,activation
G92,G38,0.225472209335162,repression
G20,G4,0.225048288348179,activation
G16,G74,0.224524543538064,repression
G25,G6,0.224339117076651,activation
G26,G18,0.224325942927777,activation
G45,G91,0.224209477745175,activation
G93,G69,0.224164435757582,repression
G68,G11,0.223761361133774,activation
G78,G63,0.223605223308383,repression
G80,G56,0.223487760054216,repression
G82,G78,0.22300781946628,repression
G33,G42,0.22285409926805,activation
G71,G21,0.22275538131326,repression
G58,G26,0.222752103978675,repression
G71,G75,0.222369228167714,repression
G66,G3,0.222127267651493,repression
G9,G64,0.222125940993117,repression
G71,G16,0.222099371475859,repression
G35,G5,0.22152881738015,repression
G35,G89,0.221209504169757,repression
G82,G18,0.220637428719794,activation
G81,G97,0.220614487397097,repression
G66,G12,0.220240390498442,activation
G5,G69,0.22000904042607,activation
G93,G8,0.219943160653492,activation
G36,G11,0.219823533549069,activation
G41,G64,0.219693919611986,repression
G19,G63,0.219090761811047,activation
G95,G59,0.218975870171726,repression
G5,G68,0.218667711426746,activation
G80,G73,0.218445349869,repression
G19,G82,0.218291065832559,activation
G50,G46,0.218251266389979,activation
G15,G49,0.217969167258585,activation
G45,G83,0.217766727096249,repression
G67,G17,0.217600939432734,repression
G78,G95,0.217448481089005,repression
G44,G64,0.217035633913484,activation
G64,G100,0.21685666773539,activation
G59,G77,0.216739228861086,repression
G66,G54,0.216656476710662,activation
G45,G8,0.216514439864633,activation
G5,G24,0.216511263814589,activation
G59,G65,0.216499647509665,repression
G45,G72,0.216190939379553,activation
G59,G8,0.216046244543497,activation
G82,G7,0.215998733241085,activation
G100,G83,0.215821863373694,activation
G41,G19,0.215543862930014,repression
G80,G84,0.21551635346482,repression
G33,G8,0.214491057596648,repression
G55,G100,0.214057286920225,activation
G45,G75,0.213318528425332,activation
G25,G12,0.213161541051563,repression
G90,G46,0.213084044737201,repression
G5,G26,0.213078246876399,repression
G55,G37,0.212975384869928,activation
G45,G92,0.212718103845733,repression
G80,G18,0.212262983579134,repression
G45,G98,0.211717884058798,activation
G92,G25,0.211582876184924,repression
G53,G18,0.211456935522075,activation
G20,G57,0.211441826431427,activation
G64,G31,0.211293036230444,repression
G82,G80,0.211017695703865,repression
G47,G56,0.210883454947444,activation
G21,G87,0.210666662992788,repression
G81,G29,0.209721109002421,activation
G73,G97,0.209539569334915,repression
G100,G62,0.209442306248795,activation
G67,G21,0.209370796902622,repression
G21,G45,0.209350458719346,activation
G100,G58,0.209229796817204,repression
G23,G21,0.208489772600597,activation
G90,G90,0.208379659086831,activation
G21,G54,0.208362392954884,repression
G70,G39,0.20802181565796,activation
G5,G44,0.208010252467987,repression
G20,G25,0.207717929193424,repression
G67,G19,0.207507142163889,repression
G82,G22,0.206911884703174,activation
G31,G93,0.206765523163591,repression
G95,G67,0.20653857182082,activation
G32,G91,0.206154842858992,repression
G90,G51,0.206097891807683,activation
G100,G30,0.20567343690489,repression
G9,G60,0.205473354610751,activation
G90,G21,0.205452069001647,repression
G100,G70,0.204884210548588,repression
G82,G29,0.204703318871405,activation
G60,G94,0.204680971167948,repression
G5,G40,0.204231802273699,repression
G41,G79,0.204217316477505,repression
G53,G40,0.204061594803672,repression
G45,G36,0.203859783302985,activation
G90,G19,0.203746028230341,repression
G66,G53,0.203632296584374,activation
G70,G32,0.203519613349189,repression
G81,G31,0.203519195649459,activation
G15,G76,0.203331906426474,repression
G70,G88,0.203310386093579,activation
G66,G14,0.203186471349152,activation
G100,G4,0.203011656176468,repression
G25,G43,0.202778473155949,repression
G23,G18,0.202475337175693,activation
G66,G48,0.202129840735868,repression
G50,G97,0.202095109002709,activation
G5,G70,0.201843512045184,repression
G80,G7,0.201371460924649,repression
G5,G32,0.20114464940783,activation
G5,G7,0.201120923181967,repression
G50,G100,0.200813458826134,repression
G26,G80,0.200756833936107,repression
G26,G40,0.200539543527299,activation
G32,G7,0.200416512832816,activation
G16,G85,0.200356043463175,repression
G66,G55,0.199979854879931,repression
G44,G75,0.199910203178867,activation
G21,G60,0.199687863729629,repression
G40,G9,0.199536543180596,activation
G59,G34,0.199523505986616,activation
G9,G98,0.199338087940262,repression
G70,G89,0.199139137414821,repression
G89,G10,0.199098270502138,activation
G82,G56,0.198873042601208,activation
G81,G27,0.198841551725247,repression
G82,G69,0.198578159358007,repression
G21,G41,0.198232205994933,repression
G16,G16,0.198124936311929,activation
G26,G24,0.197690102527559,activation
G21,G86,0.197666523044556,repression
G55,G62,0.197528876207864,repression
G70,G13,0.197396304919575,repression
G92,G72,0.197254436583289,repression
G21,G6,0.197190332745591,repression
G58,G5,0.197156381075819,repression
G68,G44,0.19660893591302,repression
G40,G83,0.196600826826503,activation
G82,G63,0.196028185945536,repression
G26,G94,0.195106831793267,repression
G26,G46,0.194675023323598,repression
G19,G79,0.194603759473953,activation
G59,G93,0.194596228245589,activation
G96,G24,0.194363953958153,activation
G21,G24,0.194192955527193,repression
G50,G41,0.193696047854071,repression
G19,G11,0.193680001437505,activation
G28,G5,0.19352786552015,activation
G26,G53,0.193515772058538,activation
G55,G38,0.19348662735815,repression
G24,G10,0.193380043216385,activation
G28,G95,0.193349149861039,activation
G93,G52,0.193289364083966,activation
G47,G51,0.193233445369636,activation
G100,G1,0.193050942342666,repression
G35,G13,0.192718059298956,activation
G45,G63,0.192345674961687,activation
G90,G47,0.192173588198031,activation
G93,G70,0.192082466135975,repression
G32,G83,0.191833111379815,repression
G92,G9,0.191601495370442,repression
G96,G72,0.191206373417918,activation
G81,G43,0.191088192423127,activation
G95,G29,0.190828375161403,repression
G9,G86,0.190818796286936,activation
G73,G34,0.190795163155109,activation
G92,G10,0.190425290912588,repression
G66,G10,0.190282228352811,repression
G21,G55,0.190063129565421,activation
G67,G85,0.18980540478129,activation
G71,G94,0.189783294794042,repression
G32,G16,0.189371978511181,repression
G100,G90,0.189321352550263,activation
G78,G77,0.188806941565003,activation
G95,G92,0.188445775891811,activation
G86,G6,0.188187375913793,activation
G80,G64,0.188144832881441,activation
G26,G29,0.188060296374829,activation
G44,G42,0.187858896198502,activation
G35,G61,0.187664287727886,activation
G35,G45,0.187612268440059,activation
G15,G30,0.187608951585535,repression
G100,G39,0.187209031271471,repression
G20,G38,0.186974453030892,activation
G19,G76,0.186938194939973,activation
G45,G59,0.186571183476395,activation
G50,G51,0.186445647588815,activation
G31,G41,0.186417054852276,activation
G24,G33,0.186103656520273,activation
G71,G97,0.185901695035926,activation
G99,G93,0.185802112234667,repression
G93,G79,0.185771732906152,activation
G32,G75,0.185763797284395,repression
G36,G64,0.185545882699043,repression
G93,G11,0.185374585969657,activation
G99,G53,0.185336767858791,activation
G26,G81,0.185274599288613,repression
G15,G55,0.185232187510661,repression
G41,G55,0.185156078665329,activation
G5,G22,0.184895691152254,repression
G45,G74,0.184839540671079,repression
G59,G28,0.184770845652211,repression
