SourceGENES,TargetGENES,Interaction,Edges
FOS,SMAD4,0.114463180551005,repression
SPI1,CEBPB,0.114230421953101,repression
FOSB,RREB1,0.114112225155905,activation
TRIM28,TFPT,0.113284570852231,activation
IRF8,NFE2L1,0.113017678980018,repression
MAFB,FLI1,0.112877247680607,repression
MYEF2,FLI1,0.112701273253704,activation
ETS1,NFATC2,0.112696531476871,activation
SMAD4,TFPT,0.112568652562353,repression
PPARD,IRF8,0.112397641934773,repression
MAFB,JUN,0.112068918931298,repression
TRIM28,CBFB,0.111962606161876,activation
PPARG,FLI1,0.111726967647449,activation
FOS,NFYC,0.111646073490098,repression
RUNX1,PRDM1,0.111548265892635,activation
NFYA,SMAD4,0.111467455419493,activation
MYEF2,NFATC1,0.111417369893194,activation
EGR2,ETS1,0.111346333016919,repression
SPI1,MYB,0.111020385722973,repression
MYEF2,RUNX1,0.110876616318791,activation
PPARD,BCL6,0.110839758975247,activation
FOSB,NFE2L1,0.110701614688561,repression
SMAD3,SPIB,0.110621160575004,activation
IRF8,FLI1,0.110466742222497,activation
MYB,ETS1,0.110295188224825,repression
MYEF2,TRIM28,0.110157437537972,repression
FOS,NFE2L1,0.110012167820087,activation
PPARG,JUN,0.109912667755999,repression
VDR,RREB1,0.10980879138238,repression
BCL6,FOSB,0.109716433902686,repression
CBFB,CEBPD,0.109710264393805,repression
CBFB,SNAI3,0.109635914071583,activation
VDR,TRIM28,0.109546821056282,repression
TCFL5,SP3,0.109429328334045,activation
KLF13,FOSB,0.109189148134399,activation
MYEF2,MYEF2,0.108953272226837,activation
FLI1,SP3,0.108402176304101,repression
SNAI1,VDR,0.108322258620208,repression
