Parent X. Child Weight Probability
h1f0 -> nkain1 0.045326 0.988994
si:dkey-88e18.2 -> anxa1a 0.172633 0.988987
mettl1 -| e2f8 -0.089399 0.988975
tirap -| gata2b -0.107721 0.98896
si:ch73-90p23.1 -| pus1 -0.213916 0.988922
fam129bb -> hsp90ab1 0.814282 0.988916
gata2a -> smc4 0.153965 0.988908
sftpbb -> zgc:101000 0.676912 0.988907
si:dkey-22a1.3 -| esco2 -0.107624 0.988903
tpm4a -| yes1 -0.055381 0.9889
rad51 -| si:ch211-113a14.18 -0.090041 0.988898
ccr9a -| rps9 -1.133841 0.988856
f5 -> atic 0.07045 0.988829
ncf2 -| rpa3 -0.354593 0.988805
gpr84 -| rpl35a -0.956211 0.988801
si:ch211-113a14.18 -> ssuh2rs1 0.120716 0.988781
itgb2 -| scd -0.055963 0.988775
c24h7orf50 -| cenpk -0.179605 0.988773
rpl12 -| ctss2.2 -0.102807 0.98877
metrn -> slc29a2 0.264412 0.988763
si:dkeyp-87d8.8 -> mad2l1 0.252379 0.988753
sftpbb -> si:dkey-182g1.4 0.117399 0.988745
cd74a -> mki67 0.211433 0.988741
wdr74 -> nsl1 0.136546 0.988723
phkg1a -> si:rp71-1g18.13 0.069367 0.988712
erg -| ncapg2 -0.191583 0.988692
pus1 -| atad5a -0.130483 0.988685
chchd10 -> zgc:153405 0.093005 0.988681
hsp90ab1 -| LOC559066 -0.068487 0.988681
sftpbb -> si:ch211-193e13.5 0.129034 0.988676
csf3r -| lamb1b -0.296396 0.988673
si:ch73-40i7.2 -> pdcd2l 0.092892 0.988667
zgc:198419 -> dennd2da 0.149266 0.988661
srgn -> e2f8 0.066839 0.988652
mis18a -| chaf1a -0.235513 0.988651
ncapd2 -| gata2a -0.235578 0.988627
si:dkey-5n18.1 -| pus1 -0.168739 0.988617
top2a -> e2f8 0.131571 0.988566
ssuh2rs1 -| stmn1a -0.398612 0.988562
gig2q -| apex1 -0.255982 0.988559
aga -| pcbd1 -0.118403 0.988553
itgae.1 -> itgae.1 0.184288 0.988549
zgc:173915 -| c1qc -0.127237 0.988542
prim1 -| zgc:173552 -0.080866 0.988527
zgc:113411 -> zgc:110340 0.067885 0.988524
eef1b2 -| hexb -0.086795 0.988516
si:ch211-18i17.2 -| mrps35 -0.191092 0.988513
mfap4 -> zgc:101000 0.761262 0.988498
tuba8l4 -> zgc:198419 0.099435 0.988496
uba52 -| c24h7orf50 -0.066993 0.988485
ssuh2rs1 -| zgc:153405 -0.111757 0.988483
ncapg2 -| mgst2 -0.066794 0.988483
tubb4b -> tomm40l 0.099525 0.988481
mmp14b -> zgc:158446 0.07796 0.988444
rpl39 -| si:dkey-56m19.5 -0.077474 0.988443
chchd10 -| si:ch211-283g2.2 -0.084445 0.988441
ponzr1 -| pdcd2l -0.040157 0.98844
zgc:198419 -| znhit3 -0.139045 0.988438
si:dkey-261m9.12 -| si:dkey-108k21.14 -0.070452 0.988436
cd74b -| pcbd1 -0.049221 0.988435
tuba8l4 -> zgc:110340 0.084 0.988418
si:dkey-261m9.17 -> cbsa 0.121976 0.988407
zgc:110224 -| amt -0.088078 0.988395
snu13b -| tyms -0.088572 0.98838
lig1 -> dtymk 0.226532 0.988378
si:ch211-114n24.6 -> pfn1 0.10894 0.988371
si:ch211-113a14.28 -> rbm47 0.104815 0.988353
susd1 -| primpol -0.120897 0.988335
slc29a2 -> cecr1b 0.070461 0.988331
rpl8 -| gpr183a -0.065535 0.988321
si:dkey-108k21.10 -> tmsb4x 0.108814 0.988319
phkg1a -> si:ch211-74m13.3 0.083774 0.988316
f5 -| kcnf1a -0.106391 0.988315
itgae.1 -> gpr84 0.092137 0.988302
si:ch211-113a14.28 -> slc7a7 0.089763 0.988301
rpl39 -| mfap4 -0.10257 0.988277
tgfbi -> larp4ab 0.492706 0.988275
LOC100148591 -> mrps35 0.19405 0.988263
si:dkey-172j4.3 -> cfp 0.159227 0.988254
fli1b -> rrm2 0.070492 0.988253
si:dkeyp-9d4.2 -| ncaph2 -0.162045 0.988249
cox8b -| tgfbi -0.075837 0.988248
top2a -> aurkb 0.38064 0.988239
spc24 -> cth 0.090706 0.988223
si:dkey-257i7.5 -> gpr183a 0.129515 0.98821
zgc:173552 -| dtymk -0.187904 0.988209
cdc6 -| si:ch211-113a14.18 -0.096672 0.988208
si:dkey-172j4.3 -> swap70b 0.158752 0.988202
ccr9a -> cdk1 0.237277 0.988192
arpc1b -| si:ch211-113a14.28 -0.070193 0.988191
ccna2 -> csf1rb 0.07063 0.988187
pbk -> cd74b 0.240131 0.988175
tyw3 -> vwf 0.106753 0.988175
e2f7 -> grap2a 0.17108 0.988159
runx1 -| c1qa -0.113796 0.988156
srgn -> nkain1 0.041952 0.988154
pbk -> ndc80 0.190737 0.988149
cd74b -| rad51 -0.100568 0.988133
phkg1a -> cerkl 0.056435 0.988133
LOC100148591 -| ncapd2 -0.075832 0.988122
smc2 -| cenpn -0.099922 0.988106
si:ch211-113a14.22 -| wdr74 -0.085324 0.98809
gnai2b -> marcksl1a 0.163598 0.988087
pdcd2l -| ddit4 -0.097312 0.98807
si:ch211-113a14.22 -| vrk2 -0.052928 0.988063
fn1b -| si:ch211-266i6.3 -0.128985 0.988061
mis12 -| pdcd2l -0.047917 0.988046
spc24 -> si:dkey-108k21.14 0.069605 0.988024
si:ch211-113a14.22 -> cfl1 0.122561 0.988019
zgc:153405 -> pfn1 0.164872 0.988014
c1qb -| si:dkey-182g1.4 -0.114082 0.988012
apex1 -> slc3a2a 0.078623 0.988006
znhit3 -> wdr74 0.111259 0.98799
phkg1a -> apex1 0.13665 0.987988
cdk1 -> rrm2 0.084114 0.987983
tfeb -> rhag 0.923202 0.987971
zgc:198419 -| nsun3 -0.11644 0.987959
gpr183a -> erg 0.091429 0.987957
mad2l1 -> itgb2 0.151559 0.987948
si:dkey-185e18.7 -> nkain1 0.111799 0.987944
rps4x -> grna 0.077512 0.987939
cox8b -> ms4a17a.9 0.070195 0.987895
cdkn2d -| gig2q -0.068832 0.987869
erg -| si:dkey-261m9.12 -0.114117 0.987866
snu13b -> mafba 0.095064 0.987866
tcea3 -> csf1rb 0.156524 0.987861
apex1 -> cmklr1 0.091626 0.98785
tnfrsf9a -| cfp -0.040526 0.987838
spns3 -| fli1b -0.211776 0.987829
haus1 -> mnd1 0.14208 0.9878
ms4a17a.6 -> lig1 0.274945 0.987792
apex1 -> LOC570115 0.084692 0.987787
znhit3 -> mrps35 0.171476 0.987771
primpol -> metap1 0.213797 0.987756
ponzr1 -> fzd8b 0.214387 0.987746
c1qb -| si:dkey-5n18.1 -0.18126 0.987731
mcl1a -| si:dkey-195m11.11 -0.058837 0.987681
rpl32 -| cfl1 -0.101226 0.987676
rpl23 -| gnai2b -0.072011 0.9876
rap1b -> tmsb4x 0.110472 0.987591
metrn -| si:dkey-88e18.2 -0.069947 0.987581
ms4a17a.6 -> dsn1 0.222268 0.987564
im:6904482 -| zgc:173915 -0.18669 0.987564
LOC570115 -> si:ch211-113a14.18 0.1962 0.987557
ephx2 -| cdkn2d -0.14555 0.987557
rpl23 -> si:dkey-172j4.3 0.037265 0.987546
snu13b -| haus1 -0.092036 0.987541
itgae.1 -> si:dkey-1h24.6 0.062842 0.987531
ms4a17a.10 -> cd74a 0.490948 0.987507
rpsa -| si:busm1-266f07.2 -0.045444 0.987505
csf1rb -> haus1 0.19822 0.987502
pus1 -> tyw3 0.08734 0.987497
fzd8b -> ssuh2rs1 0.080889 0.987482
smc4 -| dennd2da -0.129542 0.987472
tomm40l -| si:ch211-113a14.18 -0.106596 0.987469
cdk6 -| tomm40l -0.098781 0.987469
fam26f -| si:dkeyp-9d4.2 -0.142258 0.987454
LOC100334934 -| runx1 -0.119644 0.987448
zgc:153405 -| krcp -0.128576 0.987435
cks1b -> anxa1a 0.094217 0.987429
ssuh2rs1 -| cenpk -0.236944 0.987418
im:6904482 -> zgc:86764 0.169612 0.987415
rap1b -> caly 0.235985 0.987411
slc3a2a -> haus5 0.149622 0.987401
tmsb4x -| efhd2 -0.246927 0.987388
ncaph -> prc1b 0.159335 0.987381
rpl10a -| chchd10 -0.060277 0.987377
si:dkey-257i7.5 -| gata1b -0.181234 0.987365
apex1 -> zgc:110224 0.118492 0.987356
marcksl1a -| mylk5 -0.060603 0.98733
mcl1a -| si:dkey-126g1.9 -0.050008 0.987318
atic -> tspan5a 0.404633 0.987315
mcoln3a -> zgc:110340 0.149103 0.987311
im:6904482 -> tal1 0.653794 0.987295
cdk6 -| LOC570115 -0.064842 0.987286
znhit3 -> fam107b 0.131913 0.987272
rpl8 -| fam107b -0.062689 0.987265
pcbd1 -| cenph -0.138853 0.987264
rpl22 -| fam129bb -0.038464 0.987262
ssuh2rs1 -| aurkb -0.193575 0.987261
ppiaa -> samsn1a 0.063881 0.987245
tomm40l -| tat -0.072285 0.987244
rpl37 -> phkg1a 0.08866 0.98724
tirap -| rps6 -0.711691 0.987225
rpa3 -> zgc:110216 0.11942 0.987218
tyw3 -| arhgdig -0.322471 0.987214
tat -| zgc:173552 -0.122474 0.987211
si:ch211-193e13.5 -> ube2t 0.218199 0.987196
ccr9a -| cbsa -0.113743 0.987182
apln -| kcnf1a -0.09866 0.987178
cdk1 -| mad2l1 -0.119855 0.987174
dhfr -| hexb -0.108498 0.987159
metrn -> nsl1 0.164462 0.987152
actb2 -| cdca7b -0.128789 0.987147
si:dkey-261m9.12 -| zgc:136564 -0.150077 0.987136
ponzr1 -| zgc:136564 -0.092794 0.987128
npm1a -| ssuh2rs1 -0.057061 0.987108
zgc:86764 -> ndc80 0.190603 0.987104
si:ch211-266i6.3 -| cdk1 -0.163391 0.987104
rps13 -> itgae.1 0.081098 0.987083
rpl7 -> snx10b 0.034148 0.987075
vrk2 -| si:dkey-188i13.7 -0.182128 0.987074
LOC101885604 -| gig2q -0.107838 0.987037
tnfrsf9a -| c1qc -0.053289 0.987028
dhfr -| si:dkey-5n18.1 -0.12162 0.987016
lig1 -> cenpk 0.226952 0.987014
si:ch211-26b3.4 -| si:ch211-114n24.6 -0.654273 0.987008
ssuh2rs1 -| smc4 -0.204354 0.986949
npm1a -| zgc:110340 -0.088161 0.986935
il1b -| csf3r -0.140494 0.986932
atic -| si:dkey-88e18.2 -0.038967 0.98692
itgae.1 -> atp1a3a 0.083546 0.986918
mis18a -> gig2q 0.082163 0.986917
c24h7orf50 -| ndc80 -0.117801 0.986896
tirap -| rpl30 -0.694204 0.986891
ponzr1 -| mis18a -0.089704 0.986885
si:dkeyp-9d4.2 -| aurkb -0.203307 0.986869
chchd10 -> zgc:110216 0.102983 0.986867
si:dkey-6i22.5 -| gnai2b -0.131961 0.986808
ncapd2 -> caly 0.216356 0.986786
tyw3 -| chchd10 -0.171116 0.986784
rrm1 -> itgae.1 0.116092 0.986772
spns2 -> atic 0.060049 0.98675
rps24 -| im:6904482 -0.064438 0.986749
cdca7b -| mis18a -0.100556 0.986725
rplp2l -| lig1 -0.084361 0.986721
tnfrsf9a -| si:ch211-117m20.5 -0.056562 0.98672
wdr74 -> tat 0.212787 0.98671
rps12 -| pbk -0.094213 0.986704
rpa3 -> lamb1b 0.162638 0.986667
ncapd2 -| slc29a2 -0.175394 0.986662
haus1 -| cdk6 -0.165204 0.986656
cenpn -> tcea3 0.079542 0.986655
si:ch211-33e4.2 -> itgb2 0.08832 0.986634
pus1 -| nip7 -0.154489 0.986631
tpm4a -| grn1 -0.138768 0.986627
ddit4 -| galm -0.104698 0.986616
zgc:110425 -| zgc:86764 -0.100026 0.9866
rpl10a -| si:dkey-108k21.10 -0.049849 0.986594
galm -> spc25 0.193673 0.986592
hells -> si:dkey-204f11.64 0.0679 0.986591
e2f8 -| efhd2 -0.181922 0.986569
gtse1 -> rrm2 0.084607 0.986568
itgb3b -> metap1 0.113306 0.986561
cth -| si:ch211-284o19.8 -0.171178 0.986557
zgc:92868 -| itgb2 -0.084763 0.986548
si:ch211-193e13.5 -> LOC100536757 0.170135 0.986542
ncapd2 -| cdc6 -0.146581 0.986535
arpc1b -> ccr9a 0.063237 0.986534
si:ch211-193e13.5 -> tuba8l4 0.454392 0.986533
nip7 -> gnai2b 0.147432 0.986532
sftpbb -| itgb3a -0.491026 0.986523
stoml3b -> kcnf1a 0.31355 0.986493
rpl7 -> si:dkey-195m11.11 0.046608 0.986489
larp4ab -| nsl1 -0.080238 0.986473
rpl23 -> swap70b 0.051554 0.986455
nsl1 -> mad2l1 0.258567 0.986447
anxa1a -| dtymk -0.203104 0.986447
hsp90ab1 -| si:dkey-172j4.3 -0.049582 0.986447
cenpn -| vrk2 -0.051665 0.986435
ppiaa -> si:dkey-56m19.5 0.051923 0.986401
zgc:101000 -| si:ch211-113a14.18 -0.076151 0.986397
tomm40l -| si:dkey-261m9.12 -0.073265 0.98637
hook1 -> zgc:110425 0.488409 0.98636
cks1b -| spc25 -0.104986 0.986331
fam107b -> si:dkey-56i24.1 0.140611 0.986321
dennd2da -| dachd -0.116418 0.98632
larp4ab -| cdkn2d -0.059425 0.98632
si:dkey-22a1.3 -| chchd10 -0.135684 0.986312
tat -| primpol -0.135015 0.986303
ddx5 -> ndc80 0.096788 0.986288
ncapd2 -| nkain1 -0.085615 0.986282
si:ch211-113a14.28 -> chchd10 0.179321 0.986281
rpl35a -> actb2 0.045949 0.986271
fn1b -> smc2 0.114937 0.986267
serpinb1 -> tmsb4x 0.059386 0.986267
serpinb1 -| si:dkey-6i22.5 -0.095253 0.98625
runx1 -| si:ch211-26b3.4 -0.083796 0.986245
gng12a -| cdk6 -0.238494 0.986242
si:dkey-6i22.5 -> pfn1 0.125647 0.986228
limd2 -> slmapb 0.046863 0.986222
gata2b -> lygl1 0.309594 0.986189
tcea3 -> si:dkey-261m9.17 0.156884 0.986165
si:dkey-6i22.5 -| chchd10 -0.128034 0.986163
metrn -| dennd2da -0.169569 0.986132
histh1l -> spc25 0.083228 0.986121
zgc:153405 -| mad2l1 -0.177688 0.986097
tyms -| runx1 -0.112207 0.986097
atic -| rpl8 -0.518849 0.986096
tyms -| si:ch211-113a14.22 -0.07555 0.986086
cdk1 -| illr4 -0.100936 0.986071
zgc:173552 -> gabrp 0.098603 0.986065
rpl32 -> chtf18 0.105009 0.986055
vrk2 -| gig2q -0.097784 0.986053
rad51 -| gig2q -0.053047 0.986043
csf3r -> si:ch211-266i6.3 0.187848 0.986018
lmo2 -| slmapb -0.067259 0.986003
aurkb -> nsl1 0.148543 0.985988
cdk6 -| cdk1 -0.188804 0.985986
c1qb -| si:ch73-237c6.1 -0.125436 0.985981
kif15 -| si:dkey-261m9.12 -0.076547 0.985969
ddit4 -> gig2q 0.087074 0.985968
hexb -> zgc:110216 0.094695 0.985965
si:ch211-74m13.3 -| im:6904482 -0.194714 0.985929
poln -> si:ch211-113a14.28 0.107955 0.985913
sftpbb -> LOC101884755 0.125417 0.985911
zgc:110540 -> hexb 0.172302 0.985892
cox8b -| rps25 -0.444904 0.985874
mthfd1b -| zgc:110216 -0.10367 0.985868
prc1b -| apex1 -0.220806 0.985859
mad2l1 -| chtf8 -0.109584 0.985858
cyb5r2 -> cd74a 0.636806 0.985857
nadk2 -> n6amt2 0.12716 0.985848
rpl39 -| ms4a17a.10 -0.063485 0.985844
pbk -> mki67 0.208532 0.985829
si:dkey-108k21.14 -| metap1 -0.328396 0.985827
rrm1 -| im:6904482 -0.090902 0.985825
mgst2 -> zgc:110425 0.309297 0.985816
rpl7 -> apol1 0.041179 0.985796
larp4ab -| si:ch211-284o19.8 -0.146057 0.985793
prc1b -> ncaph 0.169958 0.985777
efhd2 -| moxd1 -0.112904 0.985719
LOC101885604 -> flna 0.328127 0.985718
haus1 -| itgae.1 -0.184312 0.985696
rpl8 -> marco 0.06045 0.985667
cfl1 -| zgc:110425 -0.284813 0.985659
gtse1 -> kif15 0.190086 0.985648
rpa3 -> zgc:173552 0.137339 0.985637
cdca7b -> n6amt2 0.177035 0.985635
si:dkey-108k21.10 -| amt -0.100764 0.985631
si:ch211-113a14.18 -> chtf18 0.144194 0.985628
rps27a -| ccr9a -0.068969 0.985627
fli1b -| dsn1 -0.171716 0.98559
vrk2 -> mcoln3a 0.180426 0.985585
n6amt2 -> spock3 0.056287 0.985565
cdk6 -> fzd8b 0.230646 0.985561
si:ch211-18i17.2 -| si:dkey-108k21.10 -0.117839 0.985559
lygl1 -| lig1 -0.181456 0.985555
actb2 -> cyp3c1 0.087088 0.985548
prc1b -| cdc6 -0.16889 0.985543
srgn -> fam129bb 0.042926 0.985543
si:dkey-172j4.3 -> ctss2.2 0.186361 0.98554
pstpip1a -> adoa 0.109697 0.985534
si:dkey-172j4.3 -> tcea3 0.12382 0.985524
stmn1a -> poln 0.207509 0.985521
fgl2a -> zgc:110216 0.059216 0.985506
ccr9a -> mgst2 0.08052 0.985502
zgc:153405 -| cks1b -0.342888 0.985488
si:ch73-40i7.2 -| chaf1a -0.320587 0.985482
tfb1m -> gata1a 0.591959 0.985471
tfeb -> dera 1.043822 0.98547
pbk -> itgae.1 0.146906 0.985468
sgk3 -> tspan5a 0.887905 0.985462
si:ch211-266i6.3 -> mrps35 0.171105 0.985453
tmsb4x -> im:6904482 0.139781 0.985453
h3f3a -| ctss2.2 -0.083016 0.985438
rpl6 -> swap70b 0.052036 0.985431
dachd -| runx1 -0.159498 0.985428
cth -> mrc1b 0.162611 0.985417
si:dkey-106l3.6 -> metap1 0.237387 0.985393
cbsa -| tmsb4x -0.113244 0.985391
lig1 -> zgc:153405 0.126011 0.985366
si:ch211-26b3.4 -| si:dkey-102g19.3 -0.187284 0.985357
haus5 -> mki67 0.244527 0.985356
cfl1 -| csf3r -0.090783 0.985343
slc3a2a -> aurkb 0.232273 0.985328
mthfd1b -> ms4a17a.6 0.114153 0.985327
krcp -> si:dkey-108k21.14 0.070528 0.98532
si:dkey-185e18.7 -> cdkn2d 0.115608 0.985308
zgc:110540 -| marco -0.121483 0.985307
ncaph -| adoa -0.060802 0.985263
actb2 -> ms4a17a.10 0.11379 0.98524
atp1a3a -> swap70b 0.108971 0.985222
zgc:173915 -| itgae.1 -0.189731 0.985208
zgc:110224 -| si:ch211-113a14.18 -0.122493 0.985207
mad2l1 -> si:ch211-113a14.28 0.113983 0.985195
wdr74 -| LOC570115 -0.080391 0.98518
si:ch211-283g2.2 -> tmsb4x 0.133326 0.985173
ppardb -| ssuh2rs1 -0.127936 0.985169
ctss2.2 -| prc1b -0.137675 0.985165
cenph -| vrk2 -0.049468 0.985162
rpl31 -> cfl1 0.072308 0.985159
si:dkey-261m9.12 -> prim2 0.390611 0.985153
znhit3 -| spc24 -0.151138 0.985146
gabrp -| znhit3 -0.143859 0.985138
gpr183a -| ncapd2 -0.131362 0.985116
si:dkey-6i22.5 -> grap2a 0.154906 0.985115
rps14 -| zgc:110340 -0.10498 0.985115
rrm1 -> si:dkey-5n18.1 0.095203 0.985115
smc4 -| si:dkey-108k21.14 -0.045942 0.985111
lig1 -> si:dkey-108k21.14 0.066478 0.985105
si:ch211-284o19.8 -> metap1 0.223388 0.985101
rpl18 -| mrc1b -0.06592 0.985089
rpl39 -| ncapd2 -0.060408 0.985082
gp1bb -| LOC100148591 -0.09485 0.985076
ncapg2 -| ncapg2 -0.131514 0.985049
tyw3 -> fam107b 0.159773 0.985039
gata1b -| haus5 -0.076043 0.98503
tpt1 -| nkain1 -0.03677 0.985023
nkain1 -| zgc:136564 -0.12325 0.98501
actb2 -> si:dkeyp-9d4.2 0.133708 0.985008
gig2q -| marcksl1a -0.199204 0.985003
snx10b -| grn1 -0.361282 0.984997
spns3 -| prim1 -0.381145 0.984993
mrc1b -> metap1 0.231894 0.984953
si:ch211-113a14.18 -> ponzr1 0.179362 0.984952
anxa1a -| larp4ab -0.238028 0.984939
prim1 -| gnai2b -0.102783 0.984937
si:ch211-266i6.3 -> krcp 0.20674 0.98492
atp1a3a -| chchd10 -0.160541 0.98492
grb10a -> nip7 0.096196 0.984918
hsp90ab1 -| cyp3c1 -0.056909 0.984909
csf1rb -| runx1 -0.151659 0.984872
apex1 -| chaf1b -0.118189 0.984871
si:dkeyp-87d8.8 -| si:dkey-56i24.1 -0.132865 0.984852
phkg1a -> tomm40l 0.120435 0.984852
apex1 -> yes1 0.060314 0.984841
mylk5 -> ncf2 0.194258 0.984814
fzd8b -> galm 0.055292 0.984811
si:ch211-113a14.28 -> si:dkey-126g1.9 0.072145 0.984803
tfeb -> rpl9 1.101242 0.984794
slc3a2a -> eef1g 0.696689 0.984794
si:ch211-113a14.18 -> itga2b 0.343869 0.984792
tat -| cyb5r2 -0.04973 0.984751
zgc:173915 -| si:ch211-193e13.5 -0.098375 0.984731
pfn1 -| cfp -0.101167 0.984711
ncf2 -| haus5 -0.102666 0.984709
rpl39 -| ncaph -0.070116 0.984709
zgc:86764 -| pbk -0.190246 0.984706
rrm1 -| atad5a -0.092106 0.984698
socs7 -> mki67 0.393685 0.984659
itgae.1 -> ponzr1 0.161211 0.984631
rpl35a -| irf8 -0.107217 0.984599
ncapd2 -| metrn -0.067606 0.984573
c24h7orf50 -| prim1 -0.139998 0.984549
ddit4 -> mrps35 0.215204 0.984541
ppiaa -> ssuh2rs1 0.076157 0.984511
snu13b -| apex1 -0.060701 0.984509
csf3r -> apln 0.946339 0.984488
spock3 -| moxd1 -0.20316 0.984482
tmsb4x -| zgc:110425 -0.319965 0.984476
sgk3 -> ppardb 0.136793 0.98447
snu13b -| si:dkey-188i13.7 -0.044574 0.984469
fgl2a -| efhd2 -0.159835 0.984465
si:ch73-40i7.2 -| cdkn2d -0.153025 0.98443
anxa1a -> actb2 0.108032 0.984422
si:ch73-237c6.1 -| chaf1b -0.212946 0.984409
mki67 -| itgb3b -0.509018 0.984406
rpa3 -> si:dkey-261m9.17 0.193805 0.984394
pus1 -> mrc1b 0.14439 0.98439
dachd -> cenpn 0.153311 0.984386
si:dkey-102g19.3 -| slc3a2a -0.102804 0.98436
cth -| si:dkey-182g1.4 -0.088781 0.98436
mrc1b -| galm -0.07834 0.984348
zgc:110425 -| spc25 -0.106766 0.98434
socs3a -| tat -0.061617 0.984331
moxd1 -| mcl1a -0.42454 0.984319
mettl1 -| rps21 -0.40292 0.984319
erg -| ppardb -0.117015 0.984305
ncaph2 -| ndc80 -0.110197 0.984301
tat -| cdc6 -0.135361 0.984298
ncapg2 -| ndc80 -0.124447 0.984292
hspe1 -> cecr1b 0.05631 0.98429
mnd1 -| smc4 -0.162685 0.984289
chchd10 -| top2a -0.11024 0.98428
fli1b -| tirap -0.066264 0.984266
LOC100334934 -| nsl1 -0.088248 0.984264
ms4a17a.6 -> poln 0.148753 0.984258
si:dkey-204f11.64 -> chtf18 0.167064 0.984256
rpl27 -> tfeb 0.03671 0.984252
gabrp -| soul5 -0.113238 0.984248
cdk1 -| smc2 -0.144018 0.984247
slc29a2 -> si:dkey-6i22.5 0.154381 0.984244
moxd1 -> myb 0.719524 0.9842
hook1 -> chchd10 0.237314 0.984177
aldh9a1a.1 -> nadk2 0.142005 0.984168
rad51 -| si:ch211-161h7.4 -0.12192 0.984162
si:dkey-106l3.6 -| c5ar1 -0.091798 0.984161
cox8b -> lygl1 0.301221 0.984157
cks1b -| si:dkey-108k21.14 -0.03519 0.984137
cenph -| si:dkey-261m9.12 -0.068546 0.984122
haus1 -| ephx2 -0.081557 0.98412
ncapd2 -| zgc:110340 -0.122147 0.984108
mfap4 -| apln -0.88926 0.984107
tcea3 -> LOC570115 0.102674 0.984094
mis12 -| itgb2 -0.137713 0.984076
tgfbi -> atic 0.200322 0.984071
rpl35a -| cfp -0.082804 0.98407
si:ch211-113a14.28 -> aga 0.071143 0.984066
pcbd1 -| chtf18 -0.136835 0.984054
amt -> cbsa 0.12826 0.984045
chaf1a -> slc3a2a 0.080948 0.984033
zgc:110224 -| si:ch211-113a14.22 -0.166978 0.984021
snu13b -> gp1bb 0.149702 0.984012
LOC100536757 -| si:dkey-185e18.7 -0.091091 0.984005
mis18a -> gtse1 0.116188 0.983944
si:dkey-188i13.7 -> ppardb 0.094434 0.983914
mki67 -> si:dkey-108k21.10 0.128677 0.983842
amt -> LOC100536757 0.133562 0.98382
chaf1b -| zgc:110425 -0.215795 0.983807
anxa1a -> gata1a 0.594171 0.983791
spc25 -| si:dkey-22a1.3 -0.078319 0.983769
krcp -> apln 0.472622 0.983747
mis12 -| si:ch211-18i17.2 -0.073722 0.983734
tfeb -> grna 0.253498 0.983723
tcea3 -> fli1b 0.163205 0.983715
haus5 -| lig1 -0.207713 0.983708
ms4a17a.6 -> prim2 0.343156 0.983696
c1qa -> cdk1 0.272282 0.98368
mad2l1 -> metrn 0.060618 0.983674
tat -| tomm40l -0.124232 0.983634
pane1 -> mki67 0.203424 0.983632
haus1 -> mis18a 0.113421 0.98363
gig2q -| mis12 -0.188643 0.983626
gng12a -| cth -0.103307 0.983617
mpp4a -| fzd8b -0.412705 0.983613
tcea3 -> cenpn 0.154395 0.983607
si:ch73-237c6.1 -| dsn1 -0.228799 0.983593
si:ch73-90p23.1 -> caly 0.319907 0.98359
rpl8 -| si:ch211-18i17.2 -0.043461 0.983589
zgc:173915 -| cfp -0.096678 0.983577
pdlim1 -| swap70b -0.069895 0.983571
pane1 -> mad2l1 0.270778 0.983554
slc2a6 -| si:dkey-204f11.64 -0.126535 0.983552
nip7 -> ncaph 0.151049 0.983551
larp4ab -| LOC570115 -0.057129 0.983543
zgc:173552 -> zgc:110224 0.135216 0.98354
dtymk -| nip7 -0.139739 0.983529
si:ch211-18i17.2 -| gata2a -0.24098 0.983527
ccr9a -| fam129bb -0.07794 0.983527
slmapb -| gabrp -0.0821 0.983497
ccna2 -| chtf18 -0.102289 0.983496
krcp -| mettl1 -0.135982 0.98345
im:6904482 -> tmsb4x 0.098769 0.983449
tomm40l -| dtymk -0.135065 0.98342
tmsb4x -| atic -0.204444 0.983417
mrps35 -| tfb1m -0.088335 0.983402
erg -> phkg1a 0.224061 0.983401
spns3 -> gp1bb 0.524476 0.983395
csf1rb -| fam129bb -0.073004 0.983395
slc2a6 -> dachd 0.174733 0.983381
spns3 -> ncapg2 0.219853 0.983378
mgst2 -> swap70b 0.11011 0.983374
rpl35a -| ctss2.2 -0.092509 0.983364
tyms -| chchd10 -0.091659 0.983362
csf3r -> eef1a1l1 0.346618 0.983359
ppardb -| cbsa -0.120306 0.98334
rps12 -| si:dkey-188i13.7 -0.04521 0.983336
zgc:153405 -| spock3 -0.067147 0.983322
zgc:198419 -| si:ch211-18i17.2 -0.104518 0.983313
rrm2 -> kcnf1a 0.124796 0.983297
rps23 -> gpr183a 0.078657 0.983294
pbk -> efhd2 0.178887 0.983244
chaf1b -| runx1 -0.127455 0.983237
rpl6 -| tirap -0.042655 0.983222
smc2 -| zgc:153405 -0.064932 0.983214
lygl1 -| si:dkeyp-87d8.8 -0.052777 0.983214
ms4a17a.10 -> metap1 0.289291 0.983213
cenpn -> dsn1 0.201966 0.98319
si:dkey-56i24.1 -> n6amt2 0.165009 0.983175
metrn -> lig1 0.310686 0.983159
ms4a17a.6 -> slc29a2 0.220871 0.983155
dtymk -| krcp -0.089112 0.983138
rpl5b -| top2a -0.063425 0.983138
phkg1a -> si:ch211-283g2.2 0.095483 0.983129
cdc6 -| dtymk -0.141173 0.983128
sgk3 -| efhd2 -0.27993 0.983127
grb10a -> tomm40l 0.072874 0.98312
grna -| slc29a2 -0.178528 0.983109
si:ch73-237c6.1 -| dck -0.422602 0.983092
si:dkey-172j4.3 -> si:dkey-102g19.3 0.219558 0.983083
si:dkey-56m19.5 -| cdc6 -0.228312 0.983071
c1qa -| c5ar1 -0.102636 0.98306
hook1 -> dck 0.595503 0.983057
vrk2 -> slc2a6 0.108936 0.983057
kif15 -| mrps35 -0.155784 0.98303
