Parent X. Child Weight Probability
si:dkey-88e18.2 -> metrn 0.224762 1
si:dkey-185e18.7 -> zgc:110216 0.224646 1
gnai2b -| chtf8 -0.223785 1
scd -> mthfd1b 0.223271 1
runx1 -> rad51 0.22316 1
mgst2 -> galm 0.222999 1
cdca7b -| cenph -0.222908 1
scd -| soul5 -0.22286 1
aga -| slmapb -0.222517 1
cdk1 -| chtf18 -0.22238 1
cenph -| gnai2b -0.222159 1
chchd10 -| chaf1b -0.222157 1
cenpn -| nsl1 -0.222036 1
cmklr1 -> ppardb 0.221952 1
esco2 -| nsl1 -0.221929 1
primpol -> si:dkey-261m9.12 0.221921 1
soul5 -> slmapb 0.221627 1
krcp -> zgc:110216 0.221501 1
pfn1 -| si:dkey-106l3.6 -0.221236 1
c24h7orf50 -| top2a -0.221007 1
cox8b -> si:dkey-5n18.1 0.220612 1
znhit3 -> zgc:198419 0.22041 1
gata2b -| si:dkey-188i13.7 -0.220184 1
si:ch211-266i6.3 -> ncapg2 0.219833 1
znhit3 -> c1qc 0.21981 1
si:dkey-1h24.6 -> si:dkey-111e8.5 0.219523 1
galm -| cdca7b -0.219232 1
cenpn -> prc1b 0.218582 1
kif15 -| si:dkey-261m9.17 -0.218487 1
si:ch73-237c6.1 -| nsun3 -0.218168 1
rpl35a -| metap1 -0.217992 1
chaf1b -| si:dkey-261m9.17 -0.217882 1
zgc:110340 -> nsun3 0.217828 1
ncapd2 -| poln -0.217748 1
atad5a -| rad51 -0.217706 1
galm -| tat -0.217319 1
zgc:86764 -> si:dkey-22a1.3 0.216693 1
ssuh2rs1 -> ctss2.2 0.216664 1
fam107b -> soul5 0.21611 1
ncapd2 -| mis18a -0.216032 1
phkg1a -> zgc:110340 0.215926 1
cox8b -> fli1b 0.215864 1
pbk -> zgc:173552 0.215697 1
haus1 -> zgc:136564 0.215677 1
zgc:110224 -> esco2 0.215609 1
si:dkey-185e18.7 -> esco2 0.215272 1
amt -| cth -0.21509 1
si:dkeyp-87d8.8 -> cdkn2d 0.214558 1
mis18a -| nsl1 -0.214515 1
runx1 -> ncaph 0.214103 1
mad2l1 -| mnd1 -0.213777 1
si:dkeyp-87d8.8 -> ms4a17a.6 0.213734 1
tomm40l -> cdca7b 0.213685 1
pfn1 -| LOC795086 -0.213258 1
cbsa -> nsun3 0.213164 1
ccna2 -| chtf8 -0.212734 1
ncaph -| chtf8 -0.212558 1
rpa3 -> runx1 0.212338 1
ncf2 -| LOC100536757 -0.212278 1
pcbd1 -| tat -0.212214 1
si:dkey-88e18.2 -> hook1 0.211833 1
mmp14b -> gata2a 0.211711 1
soul5 -> nsun3 0.211515 1
c24h7orf50 -| si:ch211-113a14.28 -0.211436 1
kcnf1a -> si:ch211-113a14.22 0.211337 1
si:ch211-266i6.3 -> esco2 0.210998 1
tat -| nsl1 -0.210979 1
zgc:110224 -> haus5 0.210949 1
kif15 -| si:ch211-113a14.18 -0.210708 1
gp1bb -| gpr183a -0.210611 1
mettl1 -| smc2 -0.210336 1
si:dkey-108k21.10 -| si:dkey-185e18.7 -0.210255 1
pbk -> poln 0.210254 1
zgc:173552 -> vwf 0.210067 1
znhit3 -> cenpn 0.20987 1
mgst2 -| nsun3 -0.209755 1
ube2t -| thyn1 -0.209618 1
ms4a17a.6 -> si:dkey-22a1.3 0.209351 1
kif15 -| mnd1 -0.209277 1
dachd -| ctss2.2 -0.209135 1
pcbd1 -> pdcd2l 0.208981 1
cdkn2d -> esco2 0.208766 1
hells -> si:ch211-113a14.18 0.208739 1
znhit3 -> mnd1 0.208135 1
stmn1a -> cdkn2d 0.208112 1
zgc:153405 -| haus5 -0.208084 1
atp1a3a -> cth 0.207618 1
cenph -| si:ch211-113a14.22 -0.207564 1
si:dkey-261m9.12 -> si:dkey-22a1.3 0.20737 1
chaf1a -> esco2 0.207293 1
galm -| cbsa -0.207209 1
ncapg2 -| mnd1 -0.206896 1
zgc:110540 -> cbsa 0.206809 1
haus1 -> e2f8 0.206648 1
haus5 -| esco2 -0.206483 1
mis18a -| zgc:110224 -0.206125 1
cdca7b -> nsun3 0.205911 1
aga -> aga 0.205852 1
si:dkey-188i13.7 -> txn 0.205732 1
si:dkey-261m9.17 -| cenph -0.205546 1
apex1 -> tfb1m 0.205061 1
tomm40l -| primpol -0.204985 1
soul5 -| zgc:153405 -0.204975 1
prc1b -> si:dkey-56i24.1 0.204905 1
krcp -> zgc:153405 0.204719 1
prc1b -> samsn1a 0.203552 1
chaf1a -> si:ch211-113a14.28 0.20351 1
nsl1 -> gtse1 0.203431 1
nsun3 -> pcbd1 0.203414 1
e2f7 -| si:dkey-22a1.3 -0.202699 1
fam26f -| soul5 -0.202677 1
gtse1 -> LOC570115 0.202646 1
ncf2 -| wdr74 -0.202622 1
gnai2b -> gpr183a 0.202606 1
cenpn -> zgc:110224 0.202324 1
pbk -> cenph 0.202204 1
grap2a -> LOC100536757 0.201714 1
e2f8 -> zgc:110224 0.201155 1
tuba8l4 -| cdk6 -0.200718 1
znhit3 -> mafba 0.200463 1
gabrp -> LOC101885604 0.20019 1
cenph -| grap2a -0.199736 1
chchd10 -> nkain1 0.199735 1
c24h7orf50 -| aurkb -0.199643 1
ncapd2 -| si:dkey-56i24.1 -0.199624 1
rad51 -| ncapg2 -0.199266 1
c24h7orf50 -| si:dkey-6i22.5 -0.198986 1
si:ch73-40i7.2 -> ripply2 0.198936 1
c24h7orf50 -| mnd1 -0.198935 1
larp4ab -> runx1 0.198928 1
thyn1 -> zgc:110224 0.198902 1
gp1bb -| si:dkey-102g19.3 -0.19862 1
ncaph -> gtse1 0.198095 1
si:dkeyp-9d4.2 -| e2f8 -0.19776 1
pfn1 -| si:dkey-56m19.5 -0.197566 1
adoa -> ddit4 0.196757 1
gig2q -| cdca7b -0.19651 1
si:dkey-6i22.5 -| atic -0.196312 1
znhit3 -> c1qb 0.196196 1
si:dkey-172j4.3 -> spock3 0.196051 1
zgc:110425 -| mrps35 -0.195939 1
si:dkey-106l3.6 -> nsun3 0.19588 1
znhit3 -> c1qa 0.195504 1
ube2t -| mnd1 -0.195389 1
chaf1b -| LOC100148591 -0.195057 1
rad51 -| chtf8 -0.194883 1
mnd1 -| thyn1 -0.194607 1
cth -> e2f8 0.19456 1
runx1 -> zgc:173552 0.194513 1
amt -> nsun3 0.194387 1
znhit3 -> swap70b 0.19392 1
cdkn2d -> e2f7 0.193838 1
slc2a6 -> gig2q 0.193649 1
si:dkey-106l3.6 -| cbsa -0.193492 1
pbk -> zgc:153405 0.193267 1
cenpn -> si:dkey-108k21.10 0.19304 1
mrc1b -> e2f8 0.192969 1
scd -| ms4a17a.6 -0.192345 1
ccna2 -| zgc:173552 -0.192278 1
slc3a2a -> e2f7 0.192007 1
smc4 -| zgc:136564 -0.191884 1
mrps35 -> mnd1 0.191689 1
si:dkey-261m9.17 -> si:dkey-204f11.64 0.191465 1
ssuh2rs1 -> metrn 0.191436 1
znhit3 -> moxd1 0.191361 1
pus1 -> ssuh2rs1 0.19121 1
mgst2 -> adoa 0.191188 1
lig1 -> zgc:173552 0.190996 1
si:dkey-56i24.1 -| si:dkey-56i24.1 -0.190791 1
znhit3 -> ctss2.2 0.190787 1
pus1 -> chtf18 0.190567 1
ssuh2rs1 -> gig2q 0.190236 1
si:dkey-185e18.7 -> e2f7 0.190206 1
ube2t -> cdkn2d 0.189906 1
cdca7b -| tmsb4x -0.189755 1
si:dkey-108k21.10 -| nkain1 -0.189696 1
haus1 -| tomm40l -0.189575 1
pbk -> si:dkey-108k21.10 0.189354 1
txn -> c5ar1 0.188397 1
c24h7orf50 -| zgc:110216 -0.188312 1
spc24 -> e2f8 0.187695 1
hsp90ab1 -| si:ch211-284o19.8 -0.187615 1
chaf1b -| haus5 -0.187327 1
si:dkey-22a1.3 -| chtf18 -0.187299 1
soul5 -| si:dkey-108k21.10 -0.18718 1
si:dkey-22a1.3 -| haus5 -0.186778 1
chaf1b -| aurkb -0.186722 1
cdc6 -| cenph -0.186718 1
tomm40l -> si:dkey-22a1.3 0.186399 1
tat -> tirap 0.185993 1
lygl1 -> pus1 0.185773 1
tat -| cenph -0.185736 1
aga -> pdcd2l 0.185732 1
rad51 -| nsl1 -0.185712 1
si:ch211-39k3.2 -| si:dkey-22a1.3 -0.185696 1
galm -> swap70b 0.185555 1
chchd10 -| mrc1b -0.185548 1
znhit3 -> zgc:158446 0.185497 1
tat -> prc1b 0.185354 1
mad2l1 -> cdkn2d 0.185082 1
prc1b -> illr4 0.184871 1
si:ch211-266i6.3 -> e2f7 0.184663 1
kif15 -| cenpn -0.184485 1
si:ch211-39k3.2 -> scd 0.184475 1
kif15 -| zgc:153405 -0.184277 1
pfn1 -| si:busm1-266f07.2 -0.184012 1
si:ch211-266i6.3 -> cdkn2d 0.183698 1
znhit3 -> si:dkey-102g19.3 0.183629 1
znhit3 -> ephx2 0.183618 1
hexb -> si:dkey-261m9.17 0.183539 1
chaf1b -| zgc:173552 -0.183098 1
si:dkey-56i24.1 -| LOC100536757 -0.183081 1
c24h7orf50 -| si:dkey-261m9.17 -0.182819 1
ssuh2rs1 -| gtse1 -0.182545 1
znhit3 -> samsn1a 0.182332 1
cenph -| si:dkey-108k21.10 -0.182293 1
atic -> wdr74 0.181982 1
pcbd1 -| si:dkey-106l3.6 -0.18186 1
si:ch73-90p23.1 -> dicp2.1 0.181275 1
csf1rb -| amt -0.181232 1
zgc:110540 -> si:dkey-185e18.7 0.181115 1
cox8b -> chtf18 0.180712 1
si:dkey-108k21.10 -| gig2q -0.180627 1
si:dkey-106l3.6 -| gtse1 -0.180586 1
nsun3 -| tat -0.180413 1
ccna2 -| nsl1 -0.180083 1
e2f7 -> si:dkey-185e18.7 0.179674 1
wdr74 -> cth 0.179667 1
ccna2 -| si:dkey-261m9.17 -0.179273 1
c24h7orf50 -| zgc:136564 -0.178964 1
znhit3 -> si:ch211-283g2.2 0.178534 1
kif15 -| zgc:173552 -0.17844 1
dennd2da -| cdca7b -0.178179 1
efhd2 -| atic -0.178022 1
soul5 -> tcea3 0.177839 1
chaf1a -> zgc:110216 0.177737 1
zgc:153405 -| si:dkey-185e18.7 -0.177434 1
runx1 -> si:ch211-113a14.18 0.177413 1
si:dkey-257i7.5 -> haus5 0.177146 1
prim2 -| rad51 -0.176699 1
znhit3 -> cth 0.176587 1
nsl1 -> e2f7 0.176371 1
ccr9a -> rbm47 0.176202 1
si:dkey-88e18.2 -> gig2q 0.176009 1
si:dkey-6i22.5 -| c1qa -0.175965 1
prc1b -> rbm47 0.17548 1
zgc:110540 -| c1qa -0.175446 1
znhit3 -> cmklr1 0.175164 1
cks1b -> c1qb 0.17511 1
aga -| gabrp -0.17493 1
znhit3 -> mfap4 0.174502 1
si:dkey-88e18.2 -> zgc:162184 0.174325 1
zgc:136564 -> cbsa 0.174313 1
si:dkey-6i22.5 -| si:dkey-188i13.7 -0.174228 1
znhit3 -> ssuh2rs1 0.1742 1
znhit3 -> tgfbi 0.174177 1
chaf1b -| zgc:153405 -0.17406 1
znhit3 -> haus5 0.173982 1
esco2 -| prc1b -0.173798 1
ccna2 -| si:dkey-261m9.12 -0.173773 1
galm -| e2f7 -0.173615 1
pbk -> zgc:110216 0.173577 1
rad51 -| chtf18 -0.173535 1
si:dkey-261m9.12 -| si:dkey-261m9.12 -0.17335 1
ncf2 -| amt -0.173164 1
mylk5 -| scd -0.172966 1
ncapd2 -| si:dkey-108k21.10 -0.172798 1
si:dkey-56i24.1 -> amt 0.172796 1
pbk -> si:ch211-113a14.28 0.172745 1
znhit3 -> si:ch73-237c6.1 0.172349 1
si:dkeyp-87d8.8 -| si:dkeyp-87d8.8 -0.17184 1
prim1 -| runx1 -0.171816 1
LOC100536757 -> swap70b 0.1713 1
prc1b -> slc3a2a 0.171292 1
c24h7orf50 -| nsl1 -0.171252 1
c24h7orf50 -| ncaph2 -0.171132 1
haus1 -| moxd1 -0.170958 1
adoa -> mgst2 0.170833 1
ube2t -| krcp -0.170674 1
ccna2 -| cdkn2d -0.170558 1
lig1 -> gtse1 0.170472 1
rpa3 -> LOC570115 0.170228 1
mad2l1 -| cenph -0.170165 1
haus1 -| znhit3 -0.170119 1
ube2t -| cbsa -0.169692 1
si:dkey-56i24.1 -| dachd -0.169342 1
spc25 -| cenph -0.169082 1
rpl35a -| efhd2 -0.169081 1
ncapg2 -> wdr74 0.169066 1
si:ch73-40i7.2 -> cyb5r2 0.169013 1
znhit3 -> LOC100536757 0.168842 1
zgc:110216 -> gig2q 0.168783 1
kif15 -| si:dkey-108k21.10 -0.168731 1
mki67 -> fam26f 0.168605 1
ncf2 -| cbsa -0.168488 1
si:dkey-106l3.6 -| ddit4 -0.168479 1
stmn1a -> e2f8 0.167962 1
ssuh2rs1 -> mylk5 0.167727 1
esco2 -| si:dkey-185e18.7 -0.167622 1
slc29a2 -> cdkn2d 0.167311 1
znhit3 -> cfp 0.167267 1
znhit3 -> gng12a 0.167153 1
grn1 -> si:dkey-56i24.1 0.166815 1
anxa1a -| si:dkeyp-87d8.8 -0.166785 1
zgc:110224 -| si:ch211-113a14.28 -0.166763 1
pcbd1 -> aga 0.166543 1
soul5 -| LOC570115 -0.166254 1
atic -> nsun3 0.166216 1
znhit3 -> ms4a17a.10 0.166201 1
kif15 -| zgc:110216 -0.166049 1
rpa3 -> si:ch211-113a14.28 0.165728 1
hells -> si:ch211-113a14.28 0.165525 1
atad5a -| si:dkey-261m9.17 -0.165265 1
c1qa -> gig2q 0.165252 1
mis12 -| si:dkey-188i13.7 -0.164929 1
mrps35 -> nkain1 0.164922 1
cenph -| si:ch211-113a14.18 -0.164918 1
rpa3 -> si:dkey-108k21.10 0.164817 1
atad5a -| cdkn2d -0.164675 1
haus5 -> LOC570115 0.16429 1
slmapb -| ms4a17a.6 -0.164257 1
LOC100536757 -> si:ch73-237c6.1 0.164084 1
prim1 -| atic -0.163477 1
chchd10 -| fam107b -0.163276 1
runx1 -> e2f8 0.163208 1
spc24 -> cdkn2d 0.163036 1
si:ch211-283g2.2 -> aga 0.162861 1
ndc80 -> tat 0.162742 1
thyn1 -| prc1b -0.162609 1
si:ch211-113a14.22 -> si:dkey-106l3.6 0.162492 1
znhit3 -> si:ch211-193e13.5 0.162487 1
znhit3 -> spns3 0.162009 1
si:dkey-56i24.1 -| mgst2 -0.161856 1
mad2l1 -| e2f8 -0.161799 1
si:ch211-39k3.2 -> mgst2 0.161783 1
slmapb -| nkain1 -0.161752 1
ndc80 -| wdr74 -0.160407 1
cdca7b -> fam129bb 0.159434 1
krcp -> LOC570115 0.159283 1
znhit3 -> sftpbb 0.159278 1
dsn1 -| mnd1 -0.158997 1
tfb1m -| si:dkey-185e18.7 -0.158857 1
LOC100334934 -| actb2 -0.158764 1
poln -| prc1b -0.158636 1
pbk -> si:dkey-261m9.12 0.158405 1
prc1b -> si:dkey-204f11.64 0.1584 1
spc24 -> si:ch211-113a14.28 0.158399 1
thyn1 -> gata2b 0.158339 1
si:ch211-284o19.8 -> mpp4a 0.157792 1
gnai2b -> mis18a 0.157624 1
mnd1 -| cbsa -0.157436 1
pane1 -> haus5 0.157347 1
gig2q -> hook1 0.157204 1
chaf1a -> LOC570115 0.157068 1
tat -| zgc:110224 -0.156801 1
hells -> zgc:110216 0.156757 1
ccna2 -> si:ch211-18i17.2 0.156625 1
tat -| haus5 -0.156523 1
ssuh2rs1 -> amt 0.156264 1
si:dkey-108k21.10 -| gabrp -0.156244 1
si:dkey-185e18.7 -| si:dkey-185e18.7 -0.156136 1
c24h7orf50 -| si:dkey-108k21.10 -0.156133 1
si:dkey-261m9.12 -| gig2q -0.156098 1
gata2b -> ddit4 0.155833 1
si:ch211-161h7.4 -> vwf 0.155468 1
tfb1m -| soul5 -0.155464 1
rad51 -| mis18a -0.155088 1
ephx2 -> spock3 0.154975 1
smc2 -| si:dkey-22a1.3 -0.154861 1
ssuh2rs1 -> si:busm1-266f07.2 0.154775 1
chchd10 -| nsun3 -0.154749 1
marcksl1a -> vwf 0.154356 1
dtymk -> si:dkey-185e18.7 0.153867 1
si:ch211-266i6.3 -| prc1b -0.153667 1
znhit3 -> marco 0.153317 1
znhit3 -> irf8 0.153305 1
znhit3 -> si:dkey-56m19.5 0.153084 1
tgfbi -> rrm2 0.153059 1
nsl1 -> si:dkey-261m9.12 0.152589 1
prc1b -> spock3 0.152301 1
znhit3 -> si:busm1-266f07.2 0.152242 1
cbsa -> LOC570115 0.151956 1
soul5 -| galm -0.151672 1
tyms -| zgc:173552 -0.151063 1
runx1 -> si:dkey-108k21.10 0.151062 1
cdc6 -| si:ch211-113a14.28 -0.150941 1
ncaph2 -| si:dkey-261m9.12 -0.150672 1
cox8b -> marco 0.150151 1
lig1 -> LOC570115 0.149449 1
haus1 -| si:ch211-266i6.3 -0.149405 1
znhit3 -> c5ar1 0.149199 1
mis12 -| dachd -0.149069 1
si:dkey-6i22.5 -| si:dkey-22a1.3 -0.149068 1
mad2l1 -> vwf 0.148995 1
tyms -| prc1b -0.148729 1
c24h7orf50 -| zgc:153405 -0.148655 1
grna -> si:ch211-283g2.2 0.148582 1
si:dkeyp-87d8.8 -> adoa 0.148035 1
zgc:136564 -> amt 0.147766 1
prc1b -> slc7a7 0.147675 1
kif15 -| si:ch211-113a14.28 -0.147518 1
c1qb -> si:dkey-172j4.3 0.147027 1
rpl39 -| metap1 -0.146742 1
hells -> zgc:153405 0.146462 1
tirap -> slc25a15a 0.145995 1
tat -> galm 0.145875 1
chaf1b -| si:dkey-108k21.10 -0.145078 1
znhit3 -> rbm47 0.144485 1
znhit3 -> si:ch211-74m13.3 0.143511 1
si:dkey-108k21.10 -| rrm2 -0.143165 1
pus1 -> pcbd1 0.143146 1
cenph -| zgc:110216 -0.142512 1
c24h7orf50 -| LOC570115 -0.141726 1
cox8b -> si:busm1-266f07.2 0.141394 1
znhit3 -> si:ch211-18i17.2 0.14139 1
chtf8 -| prc1b -0.140877 1
atp1a3a -| tcea3 -0.140782 1
gabrp -> si:dkey-88e18.2 0.140657 1
si:ch211-39k3.2 -> slc25a15a 0.140117 1
ncaph -| e2f7 -0.140038 1
ncaph -| cth -0.139046 1
cdk6 -> vwf 0.138932 1
fli1b -| tat -0.13855 1
cyb5r2 -> ripply2 0.138432 1
gp1bb -| fam129bb -0.138416 1
znhit3 -> LOC101884755 0.138257 1
cenph -| gng12a -0.137595 1
znhit3 -> gpr84 0.137428 1
ncf2 -| si:ch211-39k3.2 -0.137132 1
soul5 -| pdcd2l -0.137109 1
gp1bb -| ccr9a -0.137108 1
tcea3 -> mylk5 0.136645 1
chchd10 -| pcbd1 -0.136551 1
pbk -> si:ch73-237c6.1 0.134799 1
tyw3 -| tcea3 -0.134516 1
nsl1 -> si:dkey-204f11.64 0.134297 1
runx1 -> zgc:153405 0.134287 1
znhit3 -> slc3a2a 0.134044 1
cth -| galm -0.134038 1
si:ch211-39k3.2 -| mylk5 -0.133845 1
ube2t -| mis18a -0.133537 1
cd74a -| gpr183a -0.133228 1
tspan5a -| itgae.1 -0.133035 1
ube2t -> aga 0.132837 1
chchd10 -> mgst2 0.132791 1
cox8b -> sftpbb 0.132615 1
pnrc2 -> si:ch211-117m20.5 0.13196 1
cox8b -> si:dkey-204f11.64 0.131678 1
mis12 -| si:dkey-22a1.3 -0.131442 1
slc29a2 -| zgc:110224 -0.130853 1
znhit3 -> stoml3b 0.130742 1
runx1 -> si:dkey-261m9.12 0.130492 1
LOC101885604 -> LOC101885604 0.130372 1
znhit3 -> si:dkey-182g1.4 0.130299 1
csf1rb -| adoa -0.130017 1
grna -| amt -0.129991 1
znhit3 -> snx10b 0.129573 1
kif15 -| e2f7 -0.12896 1
npm1a -| ncaph -0.128801 1
si:dkey-6i22.5 -| tcea3 -0.128784 1
c24h7orf50 -| cdkn2d -0.128747 1
rrm1 -| tfb1m -0.128701 1
rad51 -| si:ch211-113a14.28 -0.128553 1
gabrp -> pstpip1a 0.128521 1
mgst2 -> aga 0.128482 1
cox8b -> si:ch211-283g2.2 0.128222 1
grb10a -> gnai2b 0.127885 1
znhit3 -> si:ch73-90p23.1 0.127882 1
rpl8 -> itgae.1 0.127732 1
tpt1 -| hexb -0.127607 1
mnd1 -| gtse1 -0.127184 1
rap1b -| tcea3 -0.126704 1
znhit3 -> apol1 0.126581 1
znhit3 -> ddit4 0.126399 1
adoa -> si:ch73-40i7.2 0.126288 1
znhit3 -> si:dkey-195m11.11 0.125935 1
mettl1 -| haus5 -0.12571 1
ctss2.2 -| ddit4 -0.125265 1
pcbd1 -| ddit4 -0.124476 1
ube2t -| si:ch211-39k3.2 -0.124151 1
hsp90ab1 -| c1qa -0.123891 1
smc4 -| cdkn2d -0.123772 1
rpl23a -| hexb -0.123288 1
mis12 -| cdca7b -0.122983 1
rpl35a -| LOC101884755 -0.122871 1
ndc80 -| si:dkey-261m9.12 -0.12251 1
cdk1 -| gtse1 -0.122431 1
zgc:110540 -> tcea3 0.122339 1
erg -> cerkl 0.122214 1
si:ch211-113a14.18 -> si:dkey-108k21.14 0.121856 1
larp4ab -| si:dkey-204f11.64 -0.121689 1
mcl1a -| marco -0.121106 1
znhit3 -> slc2a6 0.120851 1
mettl1 -| zgc:110216 -0.120623 1
rad51 -| LOC570115 -0.120059 1
tyms -| ncapd2 -0.119844 1
ssuh2rs1 -> pstpip1a 0.11977 1
mad2l1 -> rrm2 0.119652 1
znhit3 -> cerkl 0.119362 1
hexb -> si:dkey-261m9.12 0.119283 1
chtf8 -| zgc:153405 -0.119224 1
itga2b -| si:dkey-56m19.5 -0.118949 1
nkain1 -> erg 0.118933 1
mis12 -| gtse1 -0.118831 1
LOC100148591 -| si:dkey-261m9.12 -0.118823 1
scd -> pdcd2l 0.118586 1
atic -| gata2b -0.117496 1
grap2a -> scd 0.117204 1
si:ch211-266i6.3 -> rrm2 0.11717 1
znhit3 -> si:ch211-26b3.4 0.116931 1
znhit3 -> si:rp71-1g18.13 0.116867 1
rpl18a -> si:dkey-102g19.3 0.116698 1
ms4a17a.6 -> cerkl 0.116213 1
ncaph2 -| si:dkey-204f11.64 -0.115753 1
rps25 -> zgc:110340 0.115275 1
cox8b -> c5ar1 0.11435 1
ccna2 -| e2f7 -0.113783 1
znhit3 -> si:ch211-264f5.2 0.11308 1
chchd10 -| ms4a17a.6 -0.112788 1
prc1b -> dicp2.1 0.112424 1
arpc5a -> si:dkey-5n18.1 0.111934 1
LOC100148591 -> metrn 0.111752 1
amt -> si:ch73-40i7.2 0.111723 1
ncf2 -| erg -0.11168 1
spc25 -| si:dkey-204f11.64 -0.110566 1
znhit3 -> mpp4a 0.110538 1
rpl18a -> zgc:198419 0.110125 1
mad2l1 -| si:dkey-204f11.64 -0.110102 1
rps25 -> si:dkey-102g19.3 0.109631 1
rps25 -> gng12a 0.109082 1
atad5a -| LOC570115 -0.108826 1
haus1 -| cdca7b -0.108567 1
hsp90ab1 -| anxa1a -0.108325 1
chchd10 -| atp1a3a -0.107913 1
lygl1 -> ppardb 0.107804 1
znhit3 -> tfeb 0.107454 1
nsl1 -| rrm2 -0.106834 1
chchd10 -| si:busm1-266f07.2 -0.106543 1
ssuh2rs1 -> pdcd2l 0.105733 1
tyms -| gtse1 -0.105657 1
znhit3 -> sc:d0284 0.104997 1
ncapd2 -| gig2q -0.104399 1
rps19 -> si:ch211-117m20.5 0.104136 1
fli1b -| gabrp -0.104098 1
chchd10 -| erg -0.102814 1
znhit3 -> si:ch73-40i7.2 0.102566 1
znhit3 -> si:dkey-1h24.6 0.102459 1
si:dkey-106l3.6 -> si:dkey-88e18.2 0.102077 1
cks1b -> galm 0.100966 1
itgae.1 -> fam129bb 0.100347 1
chchd10 -| tcea3 -0.100167 1
ncaph2 -> si:dkey-108k21.14 0.099529 1
chchd10 -| gabrp -0.099042 1
mcl1a -| si:ch73-90p23.1 -0.098685 1
rpl18a -> samsn1a 0.098425 1
h3f3a -| LOC100148591 -0.09835 1
rps25 -> zgc:158446 0.097807 1
npm1a -| ncapd2 -0.097636 1
cfl1 -| cyb5r2 -0.097481 1
soul5 -| vrk2 -0.097409 1
tfb1m -> si:dkey-88e18.2 0.096454 1
ncf2 -| pdcd2l -0.096383 1
cd74a -| si:dkey-56i24.1 -0.09605 1
rpl18a -> zgc:158446 0.094863 1
prim1 -| gtse1 -0.094335 1
rplp1 -| tat -0.093464 1
rap1b -> fam129bb 0.092761 1
si:ch211-39k3.2 -> socs7 0.092744 1
rrm2 -> cecr1b 0.092431 1
larp4ab -| gata2b -0.092394 1
mis12 -| aga -0.091856 1
ppiaa -> ctss2.2 0.091736 1
rap1b -| spock3 -0.091692 1
rap1b -| sgk3 -0.091371 1
smc2 -| erg -0.089696 1
cks1b -| gtse1 -0.089306 1
rps19 -> marco 0.089114 1
rap1b -| pstpip1a -0.088925 1
rpl7 -> si:dkey-56f14.7 0.088082 1
rps25 -> sftpbb 0.087504 1
rpl18a -> ctss2.2 0.087211 1
tyms -| sgk3 -0.087173 1
tat -> LOC101885604 0.085507 1
rpl7 -> c1qc 0.08547 1
h3f3a -| si:dkey-261m9.17 -0.084897 1
cdc6 -| aga -0.084536 1
rpl18a -> LOC101884755 0.084302 1
h3f3a -| dachd -0.083198 1
rpl18a -> slc3a2a 0.082811 1
mcl1a -| mpp4a -0.081604 1
si:dkey-56i24.1 -| pdcd2l -0.081569 1
ncaph -> si:ch73-40i7.2 0.080524 1
rpl7 -> mfap4 0.080504 1
fam107b -| si:dkey-88e18.2 -0.079076 1
krcp -| aga -0.077353 1
ncf2 -| socs7 -0.07468 1
rpl18a -> LOC559066 0.074609 1
rpl15 -> si:ch73-90p23.1 0.073825 1
rpl18a -> yes1 0.073609 1
rpl35a -| nsun3 -0.072609 1
rps14 -| fam129bb -0.063755 1
slc2a6 -| fn1b -1.205698 0.999999
si:dkey-195m11.11 -> lygl1 0.722308 0.999999
slc3a2a -> arhgdig 0.663431 0.999999
si:dkey-108k21.10 -| cd74a -0.631122 0.999999
c1qb -> fzd8b 0.548416 0.999999
amt -> cdk1 0.493416 0.999999
hook1 -> dtymk 0.46355 0.999999
socs7 -> top2a 0.445723 0.999999
actb2 -> kcnf1a 0.433452 0.999999
si:dkeyp-9d4.2 -| LOC100334934 -0.400635 0.999999
si:dkey-108k21.10 -| pane1 -0.395042 0.999999
slc2a6 -> ube2t 0.392994 0.999999
zgc:173552 -> chtf8 0.388493 0.999999
tcea3 -> LOC100334934 0.387146 0.999999
si:ch211-113a14.28 -> chaf1b 0.370894 0.999999
amt -> pbk 0.369515 0.999999
si:dkey-172j4.3 -> c1qb 0.368312 0.999999
ms4a17a.10 -> ncaph2 0.366269 0.999999
ms4a17a.10 -> si:dkey-188i13.7 0.359544 0.999999
si:dkey-261m9.17 -| tyms -0.356457 0.999999
erg -| si:ch211-113a14.22 -0.351755 0.999999
si:ch211-113a14.28 -> primpol 0.343955 0.999999
galm -| si:dkey-257i7.5 -0.340659 0.999999
nkain1 -> pbk 0.338906 0.999999
soul5 -| metap1 -0.333559 0.999999
haus5 -> smc4 0.332443 0.999999
chchd10 -> mettl1 0.330655 0.999999
si:dkey-261m9.17 -| chaf1a -0.330256 0.999999
pbk -> krcp 0.328194 0.999999
mki67 -| nadk2 -0.322389 0.999999
pcbd1 -| smc4 -0.31446 0.999999
gnai2b -| gata1b -0.312999 0.999999
nsun3 -> dsn1 0.311921 0.999999
hook1 -> zgc:173552 0.30549 0.999999
pcbd1 -| smc2 -0.304167 0.999999
si:ch73-40i7.2 -> wdr74 0.292782 0.999999
si:dkey-108k21.10 -| cdc6 -0.291213 0.999999
kif15 -| LOC100334934 -0.286561 0.999999
si:dkey-56i24.1 -| eef1a1l1 -0.286307 0.999999
hells -> smc4 0.285299 0.999999
haus5 -| prim1 -0.282297 0.999999
